time,y
2001-07-12 00:00:00,15.8
2001-07-13 00:00:00,15
2001-07-16 00:00:00,20.2173913
2001-07-17 00:00:00,21.25
2001-07-18 00:00:00,21.93548387
2001-07-19 00:00:00,19.28571429
2001-07-23 00:00:00,22.5
2001-07-24 00:00:00,22.8
2001-07-25 00:00:00,20.58823529
2001-07-26 00:00:00,20.71428571
2001-07-27 00:00:00,22.35294118
2001-07-30 00:00:00,20.71428571
2001-07-31 00:00:00,18.82352941
2001-08-01 00:00:00,17.5
2001-08-02 00:00:00,17
2001-08-03 00:00:00,17.29166667
2001-08-06 00:00:00,18.61111111
2001-08-07 00:00:00,16.75
2001-08-08 00:00:00,16.19047619
2001-08-09 00:00:00,15.625
2001-08-10 00:00:00,15.25
2001-08-13 00:00:00,17.2
2001-08-14 00:00:00,16.45833333
2001-08-15 00:00:00,18.04347826
2001-08-16 00:00:00,17.72727273
2001-08-17 00:00:00,16.81818182
2001-08-20 00:00:00,7.75
2001-08-21 00:00:00,2.954545455
2001-08-22 00:00:00,-0.2941176471
2001-08-23 00:00:00,0.2631578947
2001-08-24 00:00:00,0.2380952381
2001-08-27 00:00:00,1
2001-08-28 00:00:00,1.25
2001-08-29 00:00:00,2.5
2001-08-30 00:00:00,1.904761905
2001-08-31 00:00:00,3.095238095
2001-09-03 00:00:00,3.2
2001-09-04 00:00:00,3
2001-09-05 00:00:00,3.5
2001-09-06 00:00:00,7.857142857
2001-09-07 00:00:00,9.375
2001-09-10 00:00:00,5.555555556
2001-09-11 00:00:00,3.863636364
2001-09-12 00:00:00,5.5
2001-09-13 00:00:00,6.388888889
2001-09-14 00:00:00,7.045454545
2001-09-17 00:00:00,7.380952381
2001-09-18 00:00:00,7.708333333
2001-09-19 00:00:00,8.043478261
2001-09-20 00:00:00,7.4
2001-09-21 00:00:00,6.875
2001-09-25 00:00:00,7.380952381
2001-09-26 00:00:00,7.894736842
2001-09-27 00:00:00,8
2001-09-28 00:00:00,8.181818182
2001-10-01 00:00:00,8.541666667
2001-10-02 00:00:00,8.260869565
2001-10-03 00:00:00,8.2
2001-10-04 00:00:00,9.047619048
2001-10-05 00:00:00,8.636363636
2001-10-09 00:00:00,7.647058824
2001-10-10 00:00:00,6.470588235
2001-10-11 00:00:00,1.25
2001-10-12 00:00:00,-0.2631578947
2001-10-15 00:00:00,-1.818181818
2001-10-16 00:00:00,-1.666666667
2001-10-17 00:00:00,-2
2001-10-18 00:00:00,-2.931034483
2001-10-19 00:00:00,-3.913043478
2001-10-22 00:00:00,-3.333333333
2001-10-23 00:00:00,-2.826086957
2001-10-24 00:00:00,-2.954545455
2001-10-25 00:00:00,-1.739130435
2001-10-26 00:00:00,-0.4347826087
2001-10-29 00:00:00,-1.818181818
2001-10-30 00:00:00,-1.315789474
2001-10-31 00:00:00,-1.666666667
2001-11-01 00:00:00,-5.462962963
2001-11-02 00:00:00,-4.0625
2001-11-05 00:00:00,-3.333333333
2001-11-06 00:00:00,-4.038461538
2001-11-07 00:00:00,-4.423076923
2001-11-08 00:00:00,-4.615384615
2001-11-09 00:00:00,-3.484848485
2001-11-12 00:00:00,-6.166666667
2001-11-13 00:00:00,-6.142857143
2001-11-14 00:00:00,-7.083333333
2001-11-15 00:00:00,-7.75
2001-11-16 00:00:00,-8.372093023
2001-11-19 00:00:00,-8.181818182
2001-11-20 00:00:00,-8.409090909
2001-11-21 00:00:00,-8.333333333
2001-11-22 00:00:00,-8.048780488
2001-11-26 00:00:00,-6.388888889
2001-11-27 00:00:00,-6.666666667
2001-11-28 00:00:00,-6.666666667
2001-11-29 00:00:00,-6.029411765
2001-11-30 00:00:00,-5.810810811
2001-12-03 00:00:00,-6.627906977
2001-12-04 00:00:00,-6.808510638
2001-12-05 00:00:00,-6.547619048
2001-12-06 00:00:00,-6.463414634
2001-12-07 00:00:00,-5.882352941
2001-12-10 00:00:00,0.7142857143
2001-12-11 00:00:00,1.75
2001-12-12 00:00:00,4.473684211
2001-12-13 00:00:00,5.882352941
2001-12-14 00:00:00,5.882352941
2001-12-17 00:00:00,7.5
2001-12-18 00:00:00,8.529411765
2001-12-19 00:00:00,9.210526316
2001-12-20 00:00:00,9.6875
2001-12-21 00:00:00,10
2001-12-25 00:00:00,14.28571429
2001-12-26 00:00:00,8.5
2001-12-27 00:00:00,7.5
2001-12-28 00:00:00,7.222222222
2002-01-04 00:00:00,6.538461538
2002-01-07 00:00:00,7.222222222
2002-01-08 00:00:00,6.75
2002-01-09 00:00:00,7.631578947
2002-01-10 00:00:00,9
2002-01-11 00:00:00,9.705882353
2002-01-15 00:00:00,12.75
2002-01-16 00:00:00,10.5
2002-01-17 00:00:00,7.1875
2002-01-18 00:00:00,5.588235294
2002-01-21 00:00:00,5.909090909
2002-01-22 00:00:00,2.916666667
2002-01-23 00:00:00,3.636363636
2002-01-24 00:00:00,4.117647059
2002-01-25 00:00:00,3.636363636
2002-01-28 00:00:00,1.75
2002-01-29 00:00:00,-1.538461538
2002-01-30 00:00:00,-2.5
2002-01-31 00:00:00,-3.076923077
2002-02-01 00:00:00,-2.083333333
2002-02-04 00:00:00,-2.045454545
2002-02-05 00:00:00,-1.25
2002-02-06 00:00:00,-0.8620689655
2002-02-07 00:00:00,-0.3846153846
2002-02-08 00:00:00,0.2083333333
2002-02-12 00:00:00,-0.3125
2002-02-13 00:00:00,0
2002-02-14 00:00:00,-0.4761904762
2002-02-15 00:00:00,-0.25
2002-02-18 00:00:00,1.75
2002-02-19 00:00:00,2.391304348
2002-02-20 00:00:00,2.894736842
2002-02-21 00:00:00,3.529411765
2002-02-22 00:00:00,2.954545455
2002-02-25 00:00:00,5.5
2002-02-26 00:00:00,5.952380952
2002-02-27 00:00:00,5.833333333
2002-02-28 00:00:00,5.416666667
2002-03-01 00:00:00,5.217391304
2002-03-04 00:00:00,5.714285714
2002-03-05 00:00:00,6.578947368
2002-03-06 00:00:00,5.9375
2002-03-07 00:00:00,6.5
2002-03-08 00:00:00,6.764705882
2002-03-11 00:00:00,8.461538462
2002-03-12 00:00:00,10
2002-03-13 00:00:00,10.41666667
2002-03-14 00:00:00,11.42857143
2002-03-15 00:00:00,11.92307692
2002-03-18 00:00:00,8.333333333
2002-03-19 00:00:00,8.846153846
2002-03-20 00:00:00,8.75
2002-03-22 00:00:00,8.235294118
2002-03-25 00:00:00,9.444444444
2002-03-26 00:00:00,9.705882353
2002-03-27 00:00:00,9.473684211
2002-03-28 00:00:00,5.625
2002-03-29 00:00:00,6.388888889
2002-04-01 00:00:00,6.176470588
2002-04-02 00:00:00,7.352941176
2002-04-03 00:00:00,8.75
2002-04-04 00:00:00,4.722222222
2002-04-05 00:00:00,5.625
2002-04-08 00:00:00,1.590909091
2002-04-09 00:00:00,2.115384615
2002-04-10 00:00:00,2.678571429
2002-04-11 00:00:00,2.962962963
2002-04-12 00:00:00,0.5
2002-04-15 00:00:00,1.538461538
2002-04-16 00:00:00,1.904761905
2002-04-17 00:00:00,2.045454545
2002-04-18 00:00:00,1.458333333
2002-04-19 00:00:00,1.818181818
2002-04-22 00:00:00,1.956521739
2002-04-23 00:00:00,1.176470588
2002-04-24 00:00:00,0
2002-04-25 00:00:00,-0.7692307692
2002-04-26 00:00:00,-0.5263157895
2002-04-30 00:00:00,-0.3448275862
2002-05-01 00:00:00,-0.5555555556
2002-05-02 00:00:00,-2.142857143
2002-05-07 00:00:00,1.041666667
2002-05-08 00:00:00,1.25
2002-05-09 00:00:00,0.5555555556
2002-05-10 00:00:00,-0.3125
2002-05-13 00:00:00,-5.925925926
2002-05-14 00:00:00,-6.363636364
2002-05-15 00:00:00,-5.882352941
2002-05-16 00:00:00,-6.142857143
2002-05-17 00:00:00,-6.081081081
2002-05-20 00:00:00,-7
2002-05-21 00:00:00,-6.486486486
2002-05-22 00:00:00,-6.279069767
2002-05-23 00:00:00,-6
2002-05-24 00:00:00,-5.131578947
2002-05-27 00:00:00,-5.588235294
2002-05-28 00:00:00,-5.104166667
2002-05-29 00:00:00,-5.185185185
2002-05-30 00:00:00,-4.886363636
2002-05-31 00:00:00,-4.777777778
2002-06-03 00:00:00,-3.181818182
2002-06-04 00:00:00,-3.070175439
2002-06-05 00:00:00,-2.653061224
2002-06-06 00:00:00,-2.045454545
2002-06-07 00:00:00,-0.9615384615
2002-06-10 00:00:00,2.592592593
2002-06-11 00:00:00,4.074074074
2002-06-12 00:00:00,5.8
2002-06-13 00:00:00,7.222222222
2002-06-14 00:00:00,8.25
2002-06-17 00:00:00,9.423076923
2002-06-18 00:00:00,11
2002-06-19 00:00:00,9.523809524
2002-06-20 00:00:00,9.473684211
2002-06-21 00:00:00,10.29411765
2002-06-24 00:00:00,4.722222222
2002-06-25 00:00:00,5.588235294
2002-06-26 00:00:00,4.545454545
2002-06-27 00:00:00,5.263157895
2002-06-28 00:00:00,6
2002-07-01 00:00:00,7.608695652
2002-07-02 00:00:00,8
2002-07-03 00:00:00,8.421052632
2002-07-04 00:00:00,9.736842105
2002-07-05 00:00:00,11.31578947
2002-07-08 00:00:00,10
2002-07-09 00:00:00,10.57692308
2002-07-11 00:00:00,5.384615385
2002-07-12 00:00:00,5.333333333
2002-07-15 00:00:00,4.75
2002-07-17 00:00:00,4.782608696
2002-07-18 00:00:00,5.833333333
2002-07-19 00:00:00,6.388888889
2002-07-22 00:00:00,7.352941176
2002-07-23 00:00:00,6.578947368
2002-07-24 00:00:00,5
2002-07-25 00:00:00,-0.6818181818
2002-07-29 00:00:00,-0.6944444444
2002-07-30 00:00:00,0.2702702703
2002-07-31 00:00:00,0.8823529412
2002-08-01 00:00:00,1.315789474
2002-08-02 00:00:00,2.1875
2002-08-05 00:00:00,4.2
2002-08-06 00:00:00,4.655172414
2002-08-07 00:00:00,5.6
2002-08-08 00:00:00,6
2002-08-09 00:00:00,5.757575758
2002-08-12 00:00:00,6.145833333
2002-08-13 00:00:00,5.957446809
2002-08-14 00:00:00,6.625
2002-08-15 00:00:00,8.571428571
2002-08-16 00:00:00,12.17391304
2002-08-17 00:00:00,1.086956522
